Response_ID,DOB,Gender,Industry,Occupation,Employees_No,Employees_No_Order,Are_You_Manager,Household,Household_Order,Experience,Experience_Order,Area,Last_Year_Actual_Work_Time_Remotely,Last_Year_Has_AgreedTo_Org_Encouraged_Remote_Work,Last_Year_Has_AgreedTo_Org_Encouraged_Remote_Work_Order,Last_Year_Has_AgreedTo_Org_Prepared_Remote_Work,Last_Year_Has_AgreedTo_Org_Prepared_Remote_Work_Order,Last_Year_Has_AgreedTo_Employees_UsedTo_Remote_Work,Last_Year_Has_AgreedTo_Employees_UsedTo_Remote_Work_Order,Last_Year_Has_AgreedTo_Get_Easy_Permission_Remote_Work,Last_Year_Has_AgreedTo_Get_Easy_Permission_Remote_Work_Order,Last_Year_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work,Last_Year_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work_Order,Last_Year_Has_AgreedTo_Would_Recommend_Remote_Work,Last_Year_Has_AgreedTo_Would_Recommend_Remote_Work_Order,Last_Year_Preferred_Work_Time_Remotely,Last_3Months_Actual_Work_Time_Remotely,Last_3Months_Has_AgreedTo_Org_Encouraged_Remote_Work,Last_3Months_Has_AgreedTo_Org_Encouraged_Remote_Work_Order,Last_3Months_Has_AgreedTo_Org_Prepared_Remote_Work,Last_3Months_Has_AgreedTo_Org_Prepared_Remote_Work_Order,Last_3Months_Has_AgreedTo_Employees_UsedTo_Remote_Work,Last_3Months_Has_AgreedTo_Employees_UsedTo_Remote_Work_Order,Last_3Months_Has_AgreedTo_Get_Easy_Permission_Remote_Work,Last_3Months_Has_AgreedTo_Get_Easy_Permission_Remote_Work_Order,Last_3Months_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work,Last_3Months_Has_AgreedTo_Colleagues_Easyily_Collaborated_Remote_Work_Order,Last_3Months_Has_AgreedTo_Would_Recommend_Remote_Work,Last_3Months_Has_AgreedTo_Would_Recommend_Remote_Work_Order,Last_3Months_Preferred_Work_Time_Remotely,Always_Preferred_Work_Time_Remotely,Would_Employer_Encourage_Remote_Work,Would_Employer_Encourage_Remote_Work_Order,Would_Employer_Support_Remote_Work,Would_Employer_Support_Remote_Work_Order,Would_Choose_Remote_Work,Would_Choose_Remote_Work_Order,Your_Productivity_Comparison,PrepareForWorkAndCommuting_At_Workplace_Hours,Work_At_Workplace_Hours,PersonalAndFamilyTime_At_Workplace_Hours,CaringAndResponsibilities_At_Workplace_Hours,PrepareForWorkAndCommuting_At_Remote_Work_Hours,Work_At_Remote_Work_Hours,PersonalAndFamilyTime_At_Remote_Work_Hours,CaringAndResponsibilities_At_Remote_Work_Hours,Biggest_Barriers,Smallest_Barriers,Best_Aspects,Worst_Aspects
386,1956,Male,"Professional, Scientific and Technical Services","Professionals - Legal, Social and Welfare Professionals",I am the only employee,1,No,Couple with no dependent children,2,More than 5 years,3,Metro,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat disagree,2,Somewhat agree,4," 80%",100% - I spent all of my time remote working,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat disagree,2,Somewhat agree,4," 70%"," 50% - About half of my time",Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,More Productive By 20 %,2,9,3,1,0,10,4,1,Difficulty collaborating remotely,Caring responsibilities,Preparing for work and commuting,My opportunities to socialise
387,1989,Female,Administrative and Support Services,"Professionals - Legal, Social and Welfare Professionals",More than 200,5,Yes,Group household,7,Between 6 and 12 months,1,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 1% - 9% - Less than 10% of my time",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time," 50% - About half of my time",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 30 %,2,9,2,1,0,9,2,2,"My living situation (e.g. location, home size, who I live with)",Poor management,The number of hours  I work,My on-the-job learning opportunities
388,1974,Female,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,5,No,Couple with dependent children,4,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time",Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 20%",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 70%"," 50% - About half of my time",Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,More Productive By 30 %,2,9,3,3,0.5,11,3,2.5,Feeling left out and/or isolated,Connectivity (internet connection),Preparing for work and commuting,My opportunities to socialise
389,1968,Female,Education and Training,Professionals - ICT Professionals,More than 200,5,No,Couple with no dependent children,2,More than 5 years,3,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 0% - I would not have preferred to work remotely",100% - I spent all of my time remote working,Somewhat agree,4,Strongly agree,5,Neither agree nor disagree,3,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time," 60%",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 20 %,1,7,5,3,0,7,5,4,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Managing my personal commitments,My working relationships
390,1966,Female,"Professional, Scientific and Technical Services",Clerical and administrative  - Office Managers and Program Administrators,More than 200,5,No,Couple with dependent children,4,More than 5 years,3,Metro," 20%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Strongly agree,5," 40%",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time," 80%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 20 %,3,7.5,4,2,0,8.5,5,3,Connectivity (internet connection),I have tasks that can't be done remotely,My daily expenses,The number of hours  I work
391,1960,Male,Health Care and Social Assistance,Professionals - Health Professionals,Between 5 and 19,3,No,Couple with no dependent children,2,More than 5 years,3,Metro," 20%",Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4,Somewhat disagree,2," 30%"," 30%",Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2," 20%"," 30%",Neither agree nor disagree,3,Somewhat disagree,2,Somewhat disagree,2,Less Productive By 10 %,1,8,3,2,0,7,5,2,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",My work-life balance,My working relationships
392,1963,Female,Education and Training,Managers - Specialist Managers,More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 10%"," 40%",Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4," 80%"," 20%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Level Of The Productivity Is The Same,0.5,7,3,2,0,7.5,5,2,"My living situation (e.g. location, home size, who I live with)",Caring responsibilities,Managing my personal commitments,The number of hours  I work
393,1983,Female,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,5,No,Couple with dependent children,4,More than 5 years,3,Metro," 70%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4," 20%"," 80%",Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3," 90%"," 80%",Neither agree nor disagree,3,Somewhat agree,4,Strongly agree,5,Level Of The Productivity Is The Same,3,8,4,2,0.5,8,6,2,Lack of motivation,Lack of remote working skills,Preparing for work and commuting,Managing my personal commitments
394,1957,Male,"Professional, Scientific and Technical Services",Professionals - ICT Professionals,Between 1 and 4,2,Yes,Single person,1,Between 1 and 5 years,2,Metro," 90%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Strongly agree,5," 90%",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time," 80%",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,More Productive By 20 %,2,6,2,2,0.5,8,2,2,Feeling left out and/or isolated,Poor management,Preparing for work and commuting,My opportunities to socialise
395,1985,Male,Financial and Insurance Services,Sales  - Sales Representatives and Agents,More than 200,5,No,Couple with no dependent children,2,More than 5 years,3,Metro," 10%",Somewhat agree,4,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Strongly agree,5," 30%"," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5," 40%"," 40%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Level Of The Productivity Is The Same,2,8,0.5,0,0,8,3,1,Feeling left out and/or isolated,Management discourages remote working,My work-life balance,My personal relationships
396,1961,Male,Education and Training,Professionals - Education Professionals,Between 1 and 4,2,Yes,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 40%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 60%"," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 90%"," 80%",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 30 %,3,8,0,0,0,9,1,0,Feeling left out and/or isolated,"My living situation (e.g. location, home size, who I live with)",Preparing for work and commuting,My working relationships
397,1988,Male,"Professional, Scientific and Technical Services",Sales  - Sales Representatives and Agents,Between 20 and 199,4,No,Group household,7,Between 1 and 5 years,2,Metro," 20%",Neither agree nor disagree,3,Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 60%",100% - I spent all of my time remote working,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5," 80%"," 60%",Somewhat agree,4,Somewhat agree,4,Strongly agree,5,More Productive By 20 %,3,8,3,2,0,9,4,2,Lack of motivation,Connectivity (internet connection),My work-life balance,My on-the-job learning opportunities
398,1996,Male,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,5,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 0% - I would not have preferred to work remotely",100% - I spent all of my time remote working,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,100% - All of my time," 60%",Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4,More Productive By 20 %,2.5,7.5,4,0.5,0.25,7.5,5.5,1,Difficulty collaborating remotely,Lack of motivation,Preparing for work and commuting,My opportunities to socialise
399,1958,Male,Manufacturing,Managers - Specialist Managers,More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 20%",Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Strongly agree,5,Somewhat agree,4," 50% - About half of my time"," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6," 50% - About half of my time"," 50% - About half of my time",Somewhat agree,4,Strongly agree,5,Strongly agree,5,More Productive By 30 %,2,8,2,2,0.5,8,2,1,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Preparing for work and commuting,My personal relationships
400,1977,Female,"Professional, Scientific and Technical Services","Professionals - Legal, Social and Welfare Professionals",Between 5 and 19,3,No,Single person,1,More than 5 years,3,Regional,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time,100% - All of my time,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Level Of The Productivity Is The Same,0,6,2,3,0,6,2,3,Lack of motivation,Difficulty collaborating remotely,The number of hours  I work,My opportunities to socialise
401,1983,Male,"Electricity, Gas, Water and Waste Services","Technicians and trades  - Engineering, ICT and Science Technicians",Between 5 and 19,3,Yes,Couple with dependent children,4,Between 6 and 12 months,1,Metro," 50% - I spent about half of my time remote working",Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3," 70%"," 50% - I spent about half of my time remote working",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3," 50% - About half of my time"," 50% - About half of my time",Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,More Productive By 10 %,5,4,3,12,4,4,4,12,Poor management,Poor management,My work-life balance,The number of hours  I work
402,1968,Female,Accommodation and Food Services,"Professionals - Business, Human Resource and Marketing Professionals",Between 1 and 4,2,Yes,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 1% - 9% - Less than 10% of my time",Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4," 50% - About half of my time"," 40%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Strongly agree,5," 80%"," 50% - About half of my time",Somewhat agree,4,Somewhat agree,4,Strongly agree,5,More Productive By 20 %,2,7,5,2,0.3,7,6,2,Cyber security,"My living situation (e.g. location, home size, who I live with)",The number of hours  I work,My working relationships
403,1982,Male,Financial and Insurance Services,Professionals - Education Professionals,Between 20 and 199,4,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 40%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 50% - About half of my time",100% - I spent all of my time remote working,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,100% - All of my time," 70%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 50 %,0.5,8,4,1,0.5,8,2,1.5,Connectivity (internet connection),Difficulty collaborating remotely,Managing my family responsibilities,My working relationships
404,1970,Female,Retail Trade,"Clerical and administrative  - Other Clerical and Administrative ",Between 1 and 4,2,No,Couple with dependent children,4,More than 5 years,3,Metro," 10%",Somewhat disagree,2,Somewhat agree,4,Neither agree nor disagree,3,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 10%"," 20%",Somewhat disagree,2,Neither agree nor disagree,3,Strongly disagree,1,Strongly agree,5,Somewhat agree,4,Somewhat agree,4," 0% - I would not have preferred to work remotely"," 0% - I would prefer not to work remotely",Strongly disagree,1,Neither agree nor disagree,3,Strongly disagree,1,Level Of The Productivity Is The Same,2,7,3,3,0,5,5,3,Connectivity (internet connection),Lack of motivation,My daily expenses,My opportunities to socialise
405,1968,Male,Retail Trade,Managers - Specialist Managers,More than 200,5,Yes,One  parent family with dependent children,3,More than 5 years,3,Metro," 30%",Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Somewhat agree,4," 60%"," 80%",Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,Strongly agree,5,Strongly agree,5," 90%"," 80%",Somewhat agree,4,Strongly agree,5,Strongly agree,5,More Productive By 40 %,2,8,6,8,0,9,7,8,"IT equipment (computer, printer, etc.)",Management discourages remote working,Preparing for work and commuting,My working relationships
406,1971,Female,Administrative and Support Services,Clerical and administrative  - Personal Assistants and Secretaries,Between 1 and 4,2,No,Couple with no dependent children,2,More than 5 years,3,Metro," 0% - Rarely or never",NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,100% - All of my time,100% - All of my time,Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,1.5,5,4,0,0.5,5,6,0,"IT equipment (computer, printer, etc.)",Feeling left out and/or isolated,My work-life balance,My daily expenses
407,1985,Female,Education and Training,Professionals - Education Professionals,More than 200,5,No,Single person,1,Between 6 and 12 months,1,Metro," 90%",Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1," 1% - 9% - Less than 10% of my time"," 90%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 90%"," 50% - About half of my time",Neither agree nor disagree,3,Somewhat agree,4,Neither agree nor disagree,3,More Productive By 10 %,1,7.5,2.5,1,0,7.5,3,2,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,My work-life balance,My on-the-job learning opportunities
408,1983,Female,Financial and Insurance Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 1% - 9% - Less than 10% of my time",Somewhat agree,4,Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4," 20%",100% - I spent all of my time remote working,Strongly agree,5,Strongly agree,5,Strongly agree,5,Strongly agree,5,Somewhat agree,4,Strongly agree,5,100% - All of my time," 80%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,More Productive By 20 %,2,10,4,2,0,10,6,2,Lack of motivation,Management discourages remote working,Preparing for work and commuting,My mental wellbeing
409,1970,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",Between 1 and 4,2,Yes,Group household,7,More than 5 years,3,Metro," 20%",Somewhat agree,4,Somewhat disagree,2,Strongly disagree,1,Somewhat disagree,2,Somewhat agree,4,Strongly disagree,1," 0% - I would not have preferred to work remotely"," 20%",Somewhat disagree,2,Somewhat agree,4,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2," 20%"," 0% - I would prefer not to work remotely",Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Less Productive By 10 %,2,8,2,3,2,8,2,3,"My living situation (e.g. location, home size, who I live with)",Poor management,My work-life balance,My working relationships
410,1971,Female,Education and Training,Professionals - Education Professionals,More than 200,5,No,Couple with dependent children,4,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Somewhat disagree,2,Somewhat agree,4,Somewhat agree,4," 30%"," 50% - I spent about half of my time remote working",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,100% - All of my time," 50% - About half of my time",Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat disagree,2,Level Of The Productivity Is The Same,1,6,1,6,0.5,8,2,8,Management discourages remote working,Lack of motivation,My mental wellbeing,My daily expenses
