ID,Response_ID,DOB,Gender,Industry,Occupation,Employees_No,Employees_No_Order,Are_You_Manager,Household,Household_Order,Experience,Experience_Order,Area,Actual_Work_Time_Remotely,Preferred_Work_Time_Remotely,Always_Preferred_Work_Time_Remotely,Would_Employer_Encourage_Remote_Work,Would_Employer_Encourage_Remote_Work_Order,Would_Employer_Support_Remote_Work,Would_Employer_Support_Remote_Work_Order,Would_Choose_Remote_Work,Would_Choose_Remote_Work_Order,Your_Productivity_Comparison,PrepareForWorkAndCommuting_At_Workplace_Hours,Work_At_Workplace_Hours,PersonalAndFamilyTime_At_Workplace_Hours,CaringAndResponsibilities_At_Workplace_Hours,PrepareForWorkAndCommuting_At_Remote_Work_Hours,Work_At_Remote_Work_Hours,PersonalAndFamilyTime_At_Remote_Work_Hours,CaringAndResponsibilities_At_Remote_Work_Hours,Biggest_Barriers,Smallest_Barriers,Year
481,481,1956,Male,Financial and Insurance Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,No,Couple with dependent children,4,More than 5 years,3,Metro," 20%"," 20%"," 20%",Strongly agree,5,Neither agree nor disagree,3,Somewhat agree,4,Less Productive By 20 %,3,8,4,1,3,8,9,4,Feeling left out and/or isolated,Connectivity (internet connection),2020
482,482,1992,Female,"Professional, Scientific and Technical Services",Professionals - Arts and Media Professionals,Between 20 and 199,4,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time"," 20%"," 80%",Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,More Productive By 30 %,2,9,3,0.5,0.5,9,4,0.5,Connectivity (internet connection),Cyber security,2020
483,483,1960,Male,Public Administration and Safety,Managers - Specialist Managers,More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Regional," 0% - Rarely or never"," 1% - 9% - Less than 10% of my time"," 0% - I would prefer not to work remotely",Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Less Productive By 20 %,3,10,8,3,1,10,10,3,"IT equipment (computer, printer, etc.)",Lack of motivation,2020
484,484,1958,Male,"Electricity, Gas, Water and Waste Services",Managers - Specialist Managers,More than 200,5,Yes,Single person,1,Between 1 and 5 years,2,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 30 %,2,8,4,2,0,8,6,2,My organisation's software and systems,"My living situation (e.g. location, home size, who I live with)",2020
485,485,1996,Female,"Rental, Hiring and Real Estate Services","Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,No,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 1% - 9% - Less than 10% of my time"," 20%"," 60%",Somewhat agree,4,Somewhat disagree,2,Somewhat disagree,2,More Productive By 20 %,2.5,8,2,0,0,9,3,1,Lack of motivation,I have tasks that can't be done remotely,2020
486,486,1964,Male,"Rental, Hiring and Real Estate Services","Managers - Hospitality, Retail and Service Managers",More than 200,5,No,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 60%"," 50% - About half of my time"," 30%",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Less Productive By 20 %,1,8,3,3,0.5,9,4,4,Lack of remote working skills,Poor management,2020
487,487,1988,Male,Education and Training,"Clerical and administrative  - Clerical and Office Support ",More than 200,5,No,Other one family household,5,More than 5 years,3,Regional," 20%"," 50% - About half of my time"," 70%",Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Less Productive By 10 %,1,7,4,2,0,7,5,4,Poor management,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",2020
488,488,1973,Male,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,5,Yes,Couple with dependent children,4,More than 5 years,3,Regional," 1% - 9% - Less than 10% of my time"," 20%"," 50% - About half of my time",Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Level Of The Productivity Is The Same,2,9,4,4,0,9,4,4,"IT equipment (computer, printer, etc.)",Management discourages remote working,2020
489,489,1988,Female,Health Care and Social Assistance,Professionals - Health Professionals,Between 20 and 199,4,No,Couple with no dependent children,2,Between 6 and 12 months,1,Metro," 50% - I spent about half of my time remote working"," 30%"," 40%",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Less Productive By 20 %,1,8,8,3,0,8,3,3,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,2020
490,490,1962,Female,"Professional, Scientific and Technical Services","Professionals - Legal, Social and Welfare Professionals",More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 20%"," 50% - About half of my time"," 50% - About half of my time",Somewhat disagree,2,Neither agree nor disagree,3,Neither agree nor disagree,3,More Productive By 20 %,2,8,2,1,0.5,9.5,2,1,Difficulty collaborating remotely,Feeling left out and/or isolated,2020
491,491,1988,Male,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,5,No,Couple with no dependent children,2,Between 6 and 12 months,1,Metro," 50% - I spent about half of my time remote working"," 10%"," 0% - I would prefer not to work remotely",Somewhat disagree,2,Neither agree nor disagree,3,Strongly agree,5,Level Of The Productivity Is The Same,2.5,8,1.5,0,1,8,2.5,0,Lack of motivation,Poor management,2020
492,492,1982,Female,"Rental, Hiring and Real Estate Services","Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,3,Yes,One  parent family with dependent children,3,Between 1 and 5 years,2,Metro," 1% - 9% - Less than 10% of my time"," 60%"," 70%",Somewhat agree,4,Strongly agree,5,Somewhat agree,4,Level Of The Productivity Is The Same,2,7,7,8,1,7,9,7,Connectivity (internet connection),Lack of motivation,2020
493,493,1989,Male,Financial and Insurance Services,Professionals - ICT Professionals,More than 200,5,Yes,Other one family household,5,Between 1 and 5 years,2,Metro," 50% - I spent about half of my time remote working"," 60%"," 70%",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,More Productive By 10 %,2,8,1,1,0,10,2,1,My organisation's software and systems,Lack of motivation,2020
494,494,1987,Male,Other Services,Professionals - Health Professionals,More than 200,5,Yes,Couple with no dependent children,2,Between 1 and 5 years,2,Metro," 20%"," 0% - I would not have preferred to work remotely"," 1% - 9% - Less than 10% of my time",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Less Productive By 20 %,2,8,2,1,0,9,3,2,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,2020
495,495,1985,Male,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",More than 200,5,Yes,Couple with dependent children,4,Between 1 and 5 years,2,Metro," 1% - 9% - Less than 10% of my time"," 10%"," 0% - I would prefer not to work remotely",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Level Of The Productivity Is The Same,1,7.5,1,2,0,9,2,3,Caring responsibilities,"IT equipment (computer, printer, etc.)",2020
496,496,1990,Female,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,5,No,Group household,7,More than 5 years,3,Metro," 0% - Rarely or never"," 50% - About half of my time"," 50% - About half of my time",Strongly agree,5,Strongly agree,5,Strongly agree,5,Level Of The Productivity Is The Same,3,8,2,2,1,10,5,2,Feeling left out and/or isolated,Lack of motivation,2020
497,497,1971,Female,Construction,Clerical and administrative  - Office Managers and Program Administrators,Between 5 and 19,3,Yes,Couple with dependent children,4,More than 5 years,3,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Strongly agree,5,Strongly agree,5,Strongly agree,5,Level Of The Productivity Is The Same,1,6,5,2,0,6,5,3,Lack of motivation,Caring responsibilities,2020
498,498,1983,Male,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Regional," 30%"," 90%",100% - All of my time,Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,More Productive By 30 %,1,8,8,2,0.2,9,8,2,"IT equipment (computer, printer, etc.)",Feeling left out and/or isolated,2020
499,499,1981,Male,"Professional, Scientific and Technical Services","Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,4,Yes,Couple with no dependent children,2,Between 1 and 5 years,2,Regional," 30%"," 30%"," 50% - About half of my time",Somewhat agree,4,Somewhat agree,4,Somewhat agree,4,Level Of The Productivity Is The Same,1.5,7.5,4,1,0.5,7.5,6,1,Connectivity (internet connection),Management discourages remote working,2020
500,500,1985,Female,Education and Training,Community and personal service  - Carers and Aides,More than 200,5,No,Other one family household,5,More than 5 years,3,Metro," 0% - Rarely or never"," 0% - I would not have preferred to work remotely"," 0% - I would prefer not to work remotely",Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Level Of The Productivity Is The Same,1,8,5,2,0.25,8,6,2,Management discourages remote working,Feeling left out and/or isolated,2020
501,501,1963,Female,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,4,Yes,Multiple family household,6,More than 5 years,3,Regional," 30%"," 60%"," 50% - About half of my time",Strongly disagree,1,Neither agree nor disagree,3,Somewhat disagree,2,More Productive By 50 %,2,6,4,5,2,3,6,4,"My living situation (e.g. location, home size, who I live with)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)",2020
502,502,1966,Male,Other Services,"Technicians and trades  - Engineering, ICT and Science Technicians",Between 20 and 199,4,No,Multiple family household,6,More than 5 years,3,Metro," 20%"," 20%"," 20%",Somewhat disagree,2,Somewhat disagree,2,Somewhat disagree,2,Level Of The Productivity Is The Same,1,8,4,2,0,5,5,5,Poor management,My organisation's software and systems,2020
503,503,1984,Female,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,3,Yes,Couple with dependent children,4,More than 5 years,3,Regional," 1% - 9% - Less than 10% of my time"," 1% - 9% - Less than 10% of my time"," 1% - 9% - Less than 10% of my time",Strongly disagree,1,Strongly disagree,1,Strongly agree,5,Less Productive By 20 %,2,8,2,2,2,6,4,2,I have tasks that can't be done remotely,Management discourages remote working,2020
504,504,1982,Female,Other Services,Managers - Specialist Managers,More than 200,5,No,Couple with no dependent children,2,More than 5 years,3,Metro," 1% - 9% - Less than 10% of my time"," 40%"," 70%",Somewhat disagree,2,Somewhat disagree,2,Somewhat agree,4,Less Productive By 50 %,1,8,3,1,1,8,3,1,"My living situation (e.g. location, home size, who I live with)",Cyber security,2020
505,505,1977,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,4,Yes,Couple with dependent children,4,More than 5 years,3,Metro,100% - I spent all of my time remote working," 90%"," 90%",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,0,8,5,3,0,8,5,3,"My living situation (e.g. location, home size, who I live with)",Feeling left out and/or isolated,2020
506,506,1980,Male,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,4,No,Single person,1,Between 1 and 5 years,2,Metro," 1% - 9% - Less than 10% of my time"," 20%"," 20%",Somewhat agree,4,Somewhat agree,4,Neither agree nor disagree,3,More Productive By 40 %,1,3,0.5,0.5,0.5,4,1,0.5,Difficulty collaborating remotely,"My living situation (e.g. location, home size, who I live with)",2020
507,507,1958,Male,Education and Training,Professionals - Education Professionals,More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 20%"," 10%"," 50% - About half of my time",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,More Productive By 20 %,1,9,6,1,0,12,5,1,Feeling left out and/or isolated,"IT equipment (computer, printer, etc.)",2020
508,508,1982,Male,Construction,Managers - Specialist Managers,More than 200,5,Yes,Couple with dependent children,4,More than 5 years,3,Regional," 0% - Rarely or never"," 1% - 9% - Less than 10% of my time"," 60%",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,5,8,2,1,0.5,10,5,1,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",2020
509,509,1978,Male,Arts and Recreation Services,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,3,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 30%"," 20%"," 1% - 9% - Less than 10% of my time",Neither agree nor disagree,3,Somewhat agree,4,Somewhat agree,4,Level Of The Productivity Is The Same,0.5,10,4,1,0,10.5,4,0.5,Feeling left out and/or isolated,"IT equipment (computer, printer, etc.)",2020
510,510,1982,Male,"Professional, Scientific and Technical Services",Managers - Specialist Managers,More than 200,5,Yes,Couple with no dependent children,2,More than 5 years,3,Metro," 30%"," 70%"," 70%",Somewhat disagree,2,Neither agree nor disagree,3,Somewhat agree,4,More Productive By 20 %,3,9,3,2,0,13,2,2,Feeling left out and/or isolated,Lack of motivation,2020
511,511,1982,Female,"Electricity, Gas, Water and Waste Services",Clerical and administrative  - Inquiry Clerks and Receptionists,More than 200,5,No,Couple with no dependent children,2,Between 6 and 12 months,1,Regional," 1% - 9% - Less than 10% of my time"," 70%"," 80%",Strongly agree,5,Strongly agree,5,Strongly agree,5,More Productive By 50 %,2,8,3,0,0,8,5,1,Lack of motivation,Management discourages remote working,2020
512,512,1992,Female,Retail Trade,"Clerical and administrative  - Clerical and Office Support ",Between 20 and 199,4,Yes,Multiple family household,6,Between 1 and 5 years,2,Metro," 1% - 9% - Less than 10% of my time"," 50% - About half of my time"," 50% - About half of my time",Somewhat disagree,2,Strongly disagree,1,Somewhat disagree,2,Level Of The Productivity Is The Same,0.5,8.5,3,3,0,8,3,3,Lack of remote working skills,"My living situation (e.g. location, home size, who I live with)",2020
513,513,1993,Male,"Transport, Postal and Warehousing","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,5,No,Single person,1,Between 6 and 12 months,1,Metro," 30%"," 50% - About half of my time"," 90%",Neither agree nor disagree,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Level Of The Productivity Is The Same,1,8,4,1,0,9,7,1,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Management discourages remote working,2020
514,514,1967,Female,Public Administration and Safety,Managers - Specialist Managers,Between 20 and 199,4,Yes,Couple with no dependent children,2,Between 1 and 5 years,2,Regional," 1% - 9% - Less than 10% of my time"," 30%"," 50% - About half of my time",Strongly disagree,1,Somewhat disagree,2,Strongly disagree,1,Level Of The Productivity Is The Same,2,6,1,0,0.5,7.5,0.5,0,Poor management,Caring responsibilities,2020
515,515,1973,Male,"Professional, Scientific and Technical Services",Managers - Specialist Managers,Between 20 and 199,4,Yes,One  parent family with dependent children,3,Between 1 and 5 years,2,Metro," 50% - I spent about half of my time remote working"," 20%"," 20%",Neither agree nor disagree,3,Neither agree nor disagree,3,Somewhat agree,4,Less Productive By 10 %,1,9,2,1,0,5,3,3,Lack of motivation,Poor management,2020
